"uid","namedLocation","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","plotID","collectDate","processedDate","laboratoryName","sampleID","sampleCode","biomassID","internalLabID","batchID","testProtocolVersion","freshMass","freezeDryMass","c8To0Concentration","c10To0Concentration","c11To0Concentration","lipid2OH10To0Concentration","c12To0Concentration","c13To0Concentration","lipid2OH12To0Concentration","lipid3OH12To0Concentration","c14To1Concentration","c14To0Concentration","i14To0Concentration","i15To0Concentration","aC15To0Concentration","c15To0Concentration","c15To1Concentration","lipid2OH14To0Concentration","lipid3OH14To0Concentration","i16To0Concentration","cis16To1n9Concentration","c16To1Cis11Concentration","c16To0Concentration","lipid10Methyl16To0Concentration","i17To0Concentration","c17To1Concentration","cyclo17To0Concentration","c17To0Concentration","c17To0AnteisoConcentration","lipid2OH16To0Concentration","lipid10Methyl17To0Concentration","c18To3n6Concentration","cis18To2n912Concentration","cis18To1n9Concentration","trans18To1n9Concentration","trans18To2n912Concentration","c18To3n3Concentration","c18To1n11Concentration","c18To0Concentration","lipid10Methyl18To0Concentration","cyclo19To0Concentration","c19To0Concentration","c19To1Cis10Concentration","c20To4n6Concentration","c20To5n3Concentration","c20To3n6Concentration","c20To2Concentration","c20To1Concentration","c20To3n3Concentration","c20To0Concentration","c21To0Concentration","c22To2Concentration","c22To1n9Concentration","c22To0Concentration","c22To6CisConcentration","c23To0Concentration","c24To1Concentration","c24To0Concentration","totalLipidConcentration","extractionEfficiency","extractEffStdConc","processedBy","reviewedBy","remarks","analysisResultsQF","dataQF","publicationDate"
"e21d799b-4485-4c59-9a48-1b8b05d4f754","SCBI_005.basePlot.bgc","D02","SCBI",38.900538,-78.16186,"WGS84",20.16,270.7,0.3,"SCBI_005",2017-04-03 15:42:00,2018-05-04,"EcoCore_CSU","SCBI_005-M-6-19.5-20170403",NA,"SCBI_005-M-6-19.5-20170403-BM","B6-74","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.06,1.53,0,0,0,0,0,0,0,0,0,1.44,0,8.92,9.12,0.92,0,0,0,3.25,9.1,4.73,10.69,2.3,0,0.99,2.91,0,0,0,15.18,0,0,6.83,3.54,0,0,17.39,3.13,1.62,1.02,NA,12.77,0.52,0,0,0,0,0,0.71,NA,0,0,0,0,0,0,1.4,118.51,25.49,4.04,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"0d1613a7-1e32-4ce3-b726-c77d24bcb873","SCBI_003.basePlot.bgc","D02","SCBI",38.883308,-78.120371,"WGS84",20.17,566,0.4,"SCBI_003",2017-04-03 17:10:00,2018-05-04,"EcoCore_CSU","SCBI_003-M-5.5-34-20170403",NA,"SCBI_003-M-5.5-34-20170403-BM","B6-79","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.51,0.97,0,0,0,0,0,0,6.39,0,0,3.62,0,23.41,24.12,3.42,0,0,0,10.18,29.51,16.33,35.11,3.48,0,1.68,9.34,0,0,0,22.19,0,0,23.51,11.04,2.07,1.5,68.13,7.73,2.3,0,NA,38.31,1,1.05,0,0,0,0,1.4,NA,0,0,2.13,0,0,0,2.45,351.39,18.36,6.37,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"b76db03c-5130-4ad5-9c25-752f1388bf8d","SCBI_006.basePlot.bgc","D02","SCBI",38.897609,-78.152007,"WGS84",20.1,297.9,0.1,"SCBI_006",2017-04-03 17:13:00,2018-04-27,"EcoCore_CSU","SCBI_006-M-2-32.5-20170403",NA,"SCBI_006-M-2-32.5-20170403-BM","B4-82","20180427 set 4B","EcoCore_PLFA_SOP_v1",1.61,1.17,0,0,0,0,0,0,0,0,0,2.07,0,26.16,24.82,0.67,0,0,0,14.51,0,0,46.62,6.23,0,0,11.19,0.41,0,0,0,0,8.39,28.39,14.09,1.55,0.92,55.52,10.85,0,60.46,NA,0,1.08,1.57,0,0,1.36,0,0.68,NA,0,0,0.84,0,0.1,0,1.4,319.88,81.34,5.26,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"8335dfa7-736f-4856-b91a-a85657d15411","SCBI_006.basePlot.bgc","D02","SCBI",38.897609,-78.152007,"WGS84",20.1,297.9,0.1,"SCBI_006",2017-04-03 18:01:00,2018-04-27,"EcoCore_CSU","SCBI_006-M-36.5-32.5-20170403",NA,"SCBI_006-M-36.5-32.5-20170403-BM","B4-80","20180427 set 4B","EcoCore_PLFA_SOP_v1",1.77,1.35,0,0,0,0,0,0,0,0,0,1.23,0,14.68,16.64,2.16,0,0,0,7.56,0,0,28.42,3.06,0,0,6.8,0.48,0,0,0,0,8.11,17.95,7.89,0,1.01,34.97,7.09,0,26.11,NA,0,1.23,2.32,0,0,0.73,0,0.33,NA,0,0,0.46,0,0,0,0.8,190.04,84.87,4.57,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"5f0d11f0-ca20-4274-870b-db1ec3db5aa8","SCBI_003.basePlot.bgc","D02","SCBI",38.883308,-78.120371,"WGS84",20.17,566,0.4,"SCBI_003",2017-04-03 18:05:00,2018-05-04,"EcoCore_CSU","SCBI_003-M-31-19-20170403",NA,"SCBI_003-M-31-19-20170403-BM","B6-80","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.63,1.15,0,0,0,0,0,0,0,0,0,2.27,0,15.46,18.48,2.45,0,0,0,6.03,16.69,7.67,18.96,3.49,0,1.07,6.63,0,0,0,20.71,0,0,12.2,5.55,0,0,30.01,4.96,4.24,1.67,NA,22.23,0.71,0,0,0,0,0,0,NA,0,0,0,0,0,0,1.72,203.2,18.19,5.38,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"29e663f9-3511-4265-8dc9-2795a9c54ea1","SCBI_003.basePlot.bgc","D02","SCBI",38.883308,-78.120371,"WGS84",20.17,566,0.4,"SCBI_003",2017-04-03 18:42:00,2018-08-30,"EcoCore_CSU","SCBI_003-M-38-30-20170403",NA,"SCBI_003-M-38-30-20170403-BM","B12-24","20180830 set 12a reruns","EcoCore_PLFA_SOP_v1",2,1.35,0,0,0,0,0,0,0,0,0,3.04,5.46,26.61,22.07,2.77,0,0,0,8.48,29.73,12.88,29.61,5.92,0,0,8.89,1.3,0.72,0,35.63,0,4.69,18.14,9.38,1.48,0.93,56.53,6.75,2.65,2.16,NA,34.69,0.79,0.84,0,0,0.99,0,1.57,NA,0,1.01,5.17,0,1.39,1.35,7.66,351.29,28.12,4.57,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"ee9760c8-f1d0-48f5-bc3f-ec4607e5d5f8","SCBI_006.basePlot.bgc","D02","SCBI",38.897609,-78.152007,"WGS84",20.1,297.9,0.1,"SCBI_006",2017-04-03 19:24:00,2018-04-27,"EcoCore_CSU","SCBI_006-M-22-0-20170403",NA,"SCBI_006-M-22-0-20170403-BM","B4-81","20180427 set 4B","EcoCore_PLFA_SOP_v1",1.8,1.39,0,0,0,0,0,0,0,0,0,0.93,0,13.28,12.12,1.78,0,0,0,5.91,0,0,18.96,3.04,0,0,6.54,0.83,0,0,0,0,4.33,11.6,5.77,0,0.43,24.71,4.49,0,17.27,NA,0,0.57,1.02,0,0,1.01,0,0.14,NA,0,0,0,0,0,0,0.01,134.74,66.81,4.44,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"e63ef2ab-b8e2-456f-a19d-6da64bfae87d","SCBI_012.basePlot.bgc","D02","SCBI",38.889095,-78.168896,"WGS84",20.1,264.6,0.1,"SCBI_012",2017-04-04 11:35:00,2018-05-04,"EcoCore_CSU","SCBI_012-M-19.5-9-20170404",NA,"SCBI_012-M-19.5-9-20170404-BM","B6-52","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.94,1.44,0,0,0,0,0,0,0,0,0,2.64,0,16.61,19.63,2.37,0,0,0,8.76,21.98,11.76,23.72,3.15,0,0.87,5.02,0.62,0,0,17.94,0,5.31,19.04,7.63,0,1.19,36.74,5.82,4.44,1.23,NA,16.4,0.66,0.94,0,0,0.96,0,1.07,NA,0,0,1.44,0,0,0,1.26,239.19,29.83,4.27,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"8f07d0b7-2e80-4954-8e89-dd61a9d77836","SCBI_012.basePlot.bgc","D02","SCBI",38.889095,-78.168896,"WGS84",20.1,264.6,0.1,"SCBI_012",2017-04-04 12:00:00,2018-05-04,"EcoCore_CSU","SCBI_012-M-5.5-23-20170404",NA,"SCBI_012-M-5.5-23-20170404-BM","B6-51","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.34,1.84,0,0,0,0,0,0,0,0,0,1.87,0,15.7,20.69,1.5,0,0,0,6.71,17.91,9.04,19.74,3.37,0,0.77,4.94,1.18,0,0,18.88,0,3.3,13.89,6.18,0,0,31.25,4.47,4.5,1.07,NA,17.83,0.52,0.62,0,0,0.73,0,0.84,NA,0,0,1.1,0,0,0,1.05,209.65,28.98,3.35,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"ab92234e-072f-46ed-9882-b56f77196850","SCBI_012.basePlot.bgc","D02","SCBI",38.889095,-78.168896,"WGS84",20.1,264.6,0.1,"SCBI_012",2017-04-04 12:26:00,2018-05-04,"EcoCore_CSU","SCBI_012-M-20-35.5-20170404",NA,"SCBI_012-M-20-35.5-20170404-BM","B6-50","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.26,1.82,0,0,0,0,0,0,0,0,0,1.78,0,12.37,17.61,2.09,0,0,0,5.58,15.99,8.57,17.74,1.92,0,0.71,4.19,0.64,0,0,11.96,0,3.16,12.9,5.32,0,0,24.59,4.26,2.91,0.85,NA,15.28,0.52,0,0,0,0,0,0.79,NA,0,0,1.13,0,0,0,1.13,174,33.29,3.38,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"b7489ae5-aded-439b-877a-f638ef481614","SCBI_045.basePlot.bgc","D02","SCBI",38.890566,-78.139432,"WGS84",20.1,358.9,0.1,"SCBI_045",2017-07-17 13:44:00,2018-05-09,"EcoCore_CSU","SCBI_045-M-38.5-34.5-20170717",NA,"SCBI_045-M-38.5-34.5-20170717-BM","B7-4","20180509 set 7","EcoCore_PLFA_SOP_v1",2.02,1.67,0,0,0,0,0,0,1.75,0,0,1.77,0,11.84,11.46,1.39,0,0,0,4.44,12.77,6.6,17.96,1.83,0,0,4.88,0.47,0,0.92,12.31,0,1.92,9.41,4.05,0.78,0,25.58,4.4,2.84,0,NA,16.45,0.65,0.65,0,0,0,0,1.01,NA,0,0,1.85,0,0,0,1.69,161.69,40.42,3.68,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"9b8581a3-c7b7-4e8b-ab25-3fa5d3225b39","SCBI_003.basePlot.bgc","D02","SCBI",38.883308,-78.120371,"WGS84",20.17,566,0.4,"SCBI_003",2017-07-17 14:20:00,2018-05-04,"EcoCore_CSU","SCBI_003-M-9.5-37.5-20170717",NA,"SCBI_003-M-9.5-37.5-20170717-BM","B6-62","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.24,1.75,0,0,0,0,0,0,2.26,0,0,1.97,0,17.28,16.75,2.18,0,0,0,6.56,16.27,6.73,21.04,3.52,0,1.32,5.21,2.18,0,0,20.72,0,0,10.61,5.55,0,0,33.55,4.69,4.6,1.36,NA,22.76,0.51,0,0,0,0,0,0.76,NA,0,0,1.13,0,0,0,1.22,210.74,15.01,3.52,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"68e6d295-17ea-419d-97fe-c563a2658aa9","SCBI_045.basePlot.bgc","D02","SCBI",38.890566,-78.139432,"WGS84",20.1,358.9,0.1,"SCBI_045",2017-07-17 14:52:00,2018-05-09,"EcoCore_CSU","SCBI_045-M-16.5-38.5-20170717",NA,"SCBI_045-M-16.5-38.5-20170717-BM","B7-5","20180509 set 7","EcoCore_PLFA_SOP_v1",1.83,1.56,0,0,0,0,0,0,1.65,0,0,2.2,0,12.77,15.08,1.62,0,0,0,5.38,13.18,7.36,21.76,3.31,0,1.04,5.34,0,0,0.94,16.6,0,5.92,10.33,5.59,0,0,28.31,5.06,3.39,1.19,NA,16.28,0.8,1.11,0,0,0.75,0.76,1.02,NA,0,0,1.55,0,0,0,1.51,191.79,51.92,3.95,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"7d20b256-22d3-49cc-a678-5fc8c3f77f95","SCBI_003.basePlot.bgc","D02","SCBI",38.883308,-78.120371,"WGS84",20.17,566,0.4,"SCBI_003",2017-07-17 15:32:00,2018-05-04,"EcoCore_CSU","SCBI_003-M-31-30.5-20170717",NA,"SCBI_003-M-31-30.5-20170717-BM","B6-63","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.9,1.38,0,0,0,0,0,0,2.48,0,0,2.52,0,19.34,20.6,2.32,0,0,0,7.54,19.58,9.5,27.89,3.72,0,1.23,7.32,0,0,0,25.95,0,0,16.56,6.96,0,0,43.19,6.26,2.23,1.79,NA,33.1,0.69,0,0,0,0,0,1.01,NA,0,0,1.49,0,0,0,2.33,265.62,13.08,4.48,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"14297da0-cd87-4278-8545-c878a5fec1f6","SCBI_045.basePlot.bgc","D02","SCBI",38.890566,-78.139432,"WGS84",20.1,358.9,0.1,"SCBI_045",2017-07-17 15:46:00,2018-08-30,"EcoCore_CSU","SCBI_045-M-34-2-20170717",NA,"SCBI_045-M-34-2-20170717-BM","B12-27","20180830 set 12a reruns","EcoCore_PLFA_SOP_v1",2.12,1.74,0,0,0,0,0,0,0,0,0,1.98,1.84,11.95,11.89,1.77,0,0,0,4.77,13.01,6.92,19.29,1.56,0,0,0,1.47,4.59,0,10.31,0,0,9.38,4.4,0,1.12,23.39,4.75,0.96,12.39,NA,0,0.66,0.69,0,0,0.64,0.53,1.22,NA,0,0,2.21,0,0.82,0.74,1.88,157.16,33.13,3.55,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"ed9c756d-b05a-4a3e-a1ad-86beb0fbc868","SCBI_003.basePlot.bgc","D02","SCBI",38.883308,-78.120371,"WGS84",20.17,566,0.4,"SCBI_003",2017-07-17 16:30:00,2018-05-04,"EcoCore_CSU","SCBI_003-M-39.5-7-20170717",NA,"SCBI_003-M-39.5-7-20170717-BM","B6-64","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.64,1.19,0,0,0,0.84,0,0,0,0,0,2.78,0,23.59,24.41,2,0,0,0,8.69,22.45,9.54,29.9,5.08,0,1.29,8.05,0.58,0,0,29.94,0,0,17.11,7.71,0,0.65,46.87,6.77,5.95,2.45,NA,31.15,0.75,0.77,0,0,0,0,1.09,NA,0,0,1.63,0,0.65,0,1.72,294.4,14.02,5.16,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"149c1cbc-aeab-4d88-a9a2-5b62e517c2ba","SCBI_004.basePlot.bgc","D02","SCBI",38.896938,-78.146458,"WGS84",20.48,309.4,0.7,"SCBI_004",2017-07-17 17:29:00,2018-05-04,"EcoCore_CSU","SCBI_004-M-4-24-20170717",NA,"SCBI_004-M-4-24-20170717-BM","B6-67","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.09,1.68,0,0,0,0,0,0,0,0,0,1.42,0,9.71,8.44,1.16,0,0,0,3.27,9.81,4.67,12.85,2.36,0,0.72,3.23,0.73,0,0,13.44,0,0,7.65,3.64,0,0,17.41,3.21,1.36,1.15,NA,10.69,0.44,0,0,0,0.77,0,0.74,NA,0,0,0,0,0,0,0.99,119.89,20.6,3.67,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"08e9f201-a2c0-4ed6-80f8-347b97b08f02","SCBI_004.basePlot.bgc","D02","SCBI",38.896938,-78.146458,"WGS84",20.48,309.4,0.7,"SCBI_004",2017-07-17 19:10:00,2018-05-04,"EcoCore_CSU","SCBI_004-M-37.5-32.5-20170717",NA,"SCBI_004-M-37.5-32.5-20170717-BM","B6-68","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.95,1.6,0,0,0,0,0,0,0,0,0,1.31,0,8.82,8.9,0.87,0,0,0,3.66,8.99,4.15,12.46,2.35,0,1.03,3.4,0.74,0,0,11.81,0,0,7.22,3.3,0,0.56,14.64,3.09,2.8,1.07,NA,13.59,0.46,0.51,0,0,0,0,0,NA,0,0,0,0,0,0,1.25,116.95,33.73,3.85,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"aac63be5-a047-4f39-9910-387724114d59","SCBI_004.basePlot.bgc","D02","SCBI",38.896938,-78.146458,"WGS84",20.48,309.4,0.7,"SCBI_004",2017-07-17 20:05:00,2018-05-04,"EcoCore_CSU","SCBI_004-M-32-15.5-20170717",NA,"SCBI_004-M-32-15.5-20170717-BM","B6-66","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.21,1.84,0,0,0,0,0,0,0,0,0,1.62,0,12.3,11.19,1.54,0,0,0,4.42,12.87,6.2,17.22,2.74,0,0.85,4.38,1.55,0,0,15.95,0,0,9.83,4.77,0,0,25.72,4.12,3.3,1.18,NA,13.92,0.48,0.6,0,0,0.89,0,0.7,NA,0,0,0,0,0,0,0.99,159.35,27.47,3.35,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"7159a8de-c979-41ef-8e08-3777ebca782b","SCBI_006.basePlot.bgc","D02","SCBI",38.897609,-78.152007,"WGS84",20.1,297.9,0.1,"SCBI_006",2017-07-17 21:19:00,2018-05-04,"EcoCore_CSU","SCBI_006-M-35-0-20170717",NA,"SCBI_006-M-35-0-20170717-BM","B6-53","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.13,1.81,0,0,0,0,0,0,3.89,0,0,1.97,0,21.28,21.08,1.58,0,0,0,9.37,16.64,8.26,28.23,1.99,0,1.49,4.8,0.67,0,0,13.55,0,8.22,20.9,5.92,1.35,0,27.76,6.24,4.78,0,NA,34.86,0.56,0.64,0,0,0,0,0.88,NA,0,0,1.15,0,0,0,1.54,249.58,23,3.4,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"814d4736-4a45-4bc4-9d3c-289b8ad9dc4c","SCBI_006.basePlot.bgc","D02","SCBI",38.897609,-78.152007,"WGS84",20.1,297.9,0.1,"SCBI_006",2017-07-17 22:05:00,2018-05-04,"EcoCore_CSU","SCBI_006-M-7-31-20170717",NA,"SCBI_006-M-7-31-20170717-BM","B6-55","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.41,2.08,0,0,0,0,0,0,0,0,0,1.73,0,12.24,13.15,1.98,0,0,0,7.34,11.48,6.54,23.05,1.9,0,0.72,3.87,0.52,0,0,10.58,0,6.22,16.24,4.57,0,1.06,21.56,4.79,4.25,0,NA,24.04,0.48,0.61,0,0,0,0,0.71,NA,0,0,0,0,0,0,1.54,181.16,18.38,2.96,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"3e075bcc-6c39-45dd-a6e6-bd2edde3e48d","SCBI_006.basePlot.bgc","D02","SCBI",38.897609,-78.152007,"WGS84",20.1,297.9,0.1,"SCBI_006",2017-07-17 22:44:00,2018-05-04,"EcoCore_CSU","SCBI_006-M-35-25.5-20170717",NA,"SCBI_006-M-35-25.5-20170717-BM","B6-54","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.28,2.03,0,0,0,0,0,0,0,0,0,1.28,0,10.11,10.57,1.36,0,0,0,4.49,9.82,5.18,14.84,2.25,0,0,2.88,0,0,0,11.88,0,3.56,8.32,3.54,0,0,14.89,4.11,3.14,0,NA,12.38,0.44,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.93,125.97,30.56,3.04,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"41e83cfb-942d-40ad-9690-2a96b1a1a2cd","SCBI_008.basePlot.bgc","D02","SCBI",38.887763,-78.147164,"WGS84",20.29,336.7,0.4,"SCBI_008",2017-07-18 11:52:00,2018-05-04,"EcoCore_CSU","SCBI_008-M-14-31-20170718",NA,"SCBI_008-M-14-31-20170718-BM","B6-59","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.83,1.5,0,0,0,0,0,0,2.4,0,0,2.14,0,15.02,16.23,1.97,0,0,0,6.08,14.55,7.02,19.84,3.48,0,1.53,5.34,0,0,0,20.74,0,0,12.44,6.21,0,0,28.92,4.88,2,1.98,NA,21.54,0.55,0,0,0,0,0,0.83,NA,0,0,0,0,0,0,1.45,197.11,31.08,4.1,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"3981ff2e-ca31-41be-9fea-0f097444e420","SCBI_008.basePlot.bgc","D02","SCBI",38.887763,-78.147164,"WGS84",20.29,336.7,0.4,"SCBI_008",2017-07-18 12:34:00,2018-05-04,"EcoCore_CSU","SCBI_008-M-0.5-16-20170718",NA,"SCBI_008-M-0.5-16-20170718-BM","B6-61","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.36,1.9,0,0,0,0,0,0,0,0,0,1.11,0,6.21,5.8,0.9,0,0,0,2.49,5.91,3.02,8.19,1.84,0,0.79,2.24,0.48,0,0,9.46,0,0,5.32,2.58,0,0,11.39,2.29,1.95,0.7,NA,9.04,0.39,0,0,0,0.5,0,0,NA,0,0,0,0,0,0,1.08,83.67,18.96,3.25,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"20066ead-babf-4c22-8d6a-a399b2feb477","SCBI_008.basePlot.bgc","D02","SCBI",38.887763,-78.147164,"WGS84",20.29,336.7,0.4,"SCBI_008",2017-07-18 13:15:00,2018-05-04,"EcoCore_CSU","SCBI_008-M-35.5-17.5-20170718",NA,"SCBI_008-M-35.5-17.5-20170718-BM","B6-60","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.9,1.56,0,0,0,0,0,0,0,0,0,2.01,0,14.15,14.98,1.83,0,0,0,5.7,13.63,7.03,19.95,3.06,0,1.51,5.04,0.85,0,0,16.87,0,0,13.07,5.76,0,0,28.12,4.99,1.48,1.37,NA,21.31,0.68,0.66,0,0,0,0,0.79,NA,0,0,0,0,0,0,1.5,186.33,25.74,3.94,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"dd0f258f-1caf-4174-9e69-7a074fac612a","SCBI_067.basePlot.bgc","D02","SCBI",38.893949,-78.135536,"WGS84",20.27,412.2,0.5,"SCBI_067",2017-07-19 12:15:00,2018-05-04,"EcoCore_CSU","SCBI_067-M-5-34.5-20170719",NA,"SCBI_067-M-5-34.5-20170719-BM","B6-57","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.23,1.77,0,0,0,0.62,0,0.44,0,0,0,1.6,0,12.02,10.14,1,0,0,0,4,12.11,5.16,14.83,3.02,0,0.76,4.2,0.36,0,0,20.27,0,0,8.54,4.16,0,0.52,20.84,3.6,2.15,0.83,NA,13.24,0.52,0.45,0,0,0.77,0,0.67,NA,0,0,1,0,0,0,0.92,148.74,29.76,3.48,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"a41d163a-6bfc-4e2d-a7b6-5374edc8510c","SCBI_067.basePlot.bgc","D02","SCBI",38.893949,-78.135536,"WGS84",20.27,412.2,0.5,"SCBI_067",2017-07-19 13:00:00,2018-05-04,"EcoCore_CSU","SCBI_067-M-34-20-20170719",NA,"SCBI_067-M-34-20-20170719-BM","B6-56","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.43,1.4,0,0,0,1.11,0,0,0,0,0,3.42,0,26.33,26.29,2.97,0,0,0,9.87,29.69,14.1,35.63,6.4,0,1.4,8.93,1.56,0,0,42.26,0,0,23.05,10.3,0.93,0,57.71,7.74,3.46,1.93,NA,34.01,0.87,1.02,0,0,1.21,0,1.06,NA,0,0,1.47,0,0,0,1.51,356.23,20.05,4.39,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"eafed2c3-6177-4a2b-a47a-b8b7a87f1db5","SCBI_067.basePlot.bgc","D02","SCBI",38.893949,-78.135536,"WGS84",20.27,412.2,0.5,"SCBI_067",2017-07-19 13:37:00,2018-05-04,"EcoCore_CSU","SCBI_067-M-35.5-12.5-20170719",NA,"SCBI_067-M-35.5-12.5-20170719-BM","B6-58","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.05,1.6,0,0,0,0,0,0,0,0,0,1.46,0,10.75,10.1,1.34,0,0,0,4.14,10.39,4.6,12.9,3.17,0,1.1,3.2,0,0,0,18.52,0,0,7.78,4.27,0,0,17.55,3.66,4.61,1.79,NA,14.82,0.49,0.58,0,0,0.91,0,0,NA,0,0,0,0,0,0,1.06,139.18,26.81,3.85,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"48cd049a-884e-44bd-867b-1dac14c9cf5f","SCBI_012.basePlot.bgc","D02","SCBI",38.889095,-78.168896,"WGS84",20.1,264.6,0.1,"SCBI_012",2017-07-19 13:42:00,2018-05-09,"EcoCore_CSU","SCBI_012-M-38-14-20170719",NA,"SCBI_012-M-38-14-20170719-BM","B7-3","20180509 set 7","EcoCore_PLFA_SOP_v1",2.04,1.84,0,0,0,0,0,0,2.4,0,0,2.12,0,17.45,15.19,1.33,0,0,0,5.9,18.23,10.14,22.55,3.11,0,0,6.05,0.98,0,0,20.85,0,2.5,13.12,6.87,0,0,28.2,5.58,4.72,0.98,NA,18.38,0.62,0.66,0,0,1.2,0,0.98,NA,0,0,1.42,0,0,0,1.34,212.89,44.71,3.34,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
"77f45ea5-42eb-468b-a81e-4d344fb91ff7","SCBI_012.basePlot.bgc","D02","SCBI",38.889095,-78.168896,"WGS84",20.1,264.6,0.1,"SCBI_012",2017-07-19 14:35:00,2018-05-09,"EcoCore_CSU","SCBI_012-M-39.5-36.5-20170719",NA,"SCBI_012-M-39.5-36.5-20170719-BM","B7-1","20180509 set 7","EcoCore_PLFA_SOP_v1",1.79,1.59,0,0,0,0,0,0,0,0,0,2.35,0,21.96,18.17,1.77,0,0,0,10.49,19.19,11.38,31.46,2.85,0,2.09,6.25,1.03,0,0,16.43,0,6.18,22.55,6.98,0,0,29.16,8.41,5.26,27.2,NA,0,0.78,0.95,0,0,1.58,0.86,1.4,NA,0,0,1.65,0,0,0,1.86,260.23,43.93,3.87,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140049Z"
