"uid","laboratoryName","processedDate","batchID","lipidID","analysisStandardID","lotNumber","analyteKnownValue","analyteObservedValue","analyteUnits","extractEffStdID","extractEffStdUnits","analyteStandardQF","dataQF","publicationDate"
"22cc8899-0f3e-4313-b705-38209af8eadc",NA,2018-04-27,"20180427 set 4B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.51,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"f0a3e284-24b4-4c2f-8d03-8782d2008d3b",NA,2018-04-27,"20180427 set 4B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.21,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"5c68ac1b-406d-4beb-a7db-fa61081b1e61",NA,2018-04-27,"20180427 set 4B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.36,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"3bbd6b48-6a43-42f3-8939-54ff75b8b04d",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.48,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"b367a7f1-27c3-47aa-95d7-3b9f42adb91a",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.27,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"384deecb-260f-4633-babc-421a327bdead",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,38.28,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"3c221d6c-0816-43e5-8406-0351f5718633",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.65,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"b3aade20-02dc-475b-b074-a9b1859a4ba5",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.5,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"a538680d-ba94-4952-aa23-800cb9adbab2",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.33,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"5aff3ac1-1347-46db-bf5d-da883ba992c6",NA,2018-03-28,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.96,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"5118ebdd-7d62-4153-98dc-107eba282d77",NA,2018-03-28,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,32.77,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"0b319396-16dc-4567-bc9f-71bb1a5be155",NA,2018-04-23,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.95,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"8bd96f88-ef8c-4c69-afdf-5b1916c03725",NA,2018-04-23,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.17,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"60a04bb1-ec19-4d51-b1e7-4fa4c6b809e3",NA,2018-04-23,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.96,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"deb2c519-c66d-42ee-b395-84c4aea8bde8",NA,2018-04-23,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.18,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"e1d7b8f1-f34e-431d-98ac-d5b23c6037a5",NA,2018-04-23,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.09,"ug/ml",NA,NA,NA,NA,"20201008T132517Z"
"024492a5-c7f5-4b6d-b221-4e08c798c425",NA,2020-01-27,"35","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20201008T131818Z"
"aa7ac8cd-5bb0-467f-bd04-a8a336141ec3",NA,2020-01-27,"35","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20201008T131818Z"
"2757af6b-433d-4798-8180-46a4625217f7",NA,2019-12-20,"34","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"08ce0f77-292a-4751-81be-8f14a98c7dba",NA,2019-12-20,"34","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"5918cb7e-0c86-485c-b9d0-fe90274e4496",NA,2019-12-20,"34","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"51adf62c-6acc-4d83-9c54-7e4f9d2a2920",NA,2019-12-20,"34","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.92,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"7b4a9d7b-a271-4435-af37-d74408ddbf68",NA,2019-12-20,"34","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.92,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"81c6b8c0-239f-4c0c-a72d-402829376d0a",NA,2019-12-20,"34","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"6240e5f0-a26f-446b-8fad-bdfadaa4f4bf",NA,2019-12-20,"34","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"06e8037d-26ba-4e44-a011-2e730b5d96ae",NA,2019-12-20,"34","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"1d3c705e-eb07-4f99-849b-f0b5ad754fb8",NA,2019-12-20,"34","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"43f0c5be-1e84-4d69-bae9-a863e642f85e",NA,2019-12-19,"32","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"06b2d1fa-0e61-4565-95df-bcbf2d027d90",NA,2019-12-19,"32","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"282d9172-31df-4038-9545-2424de783515",NA,2019-12-19,"32","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.92,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"c974dcff-52f6-41ed-b934-beee4b9ea136",NA,2019-12-19,"32","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"a476c5b9-d4bc-44ef-9754-f474c6a1c5a4",NA,2019-12-19,"32","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"46229c61-fc01-4236-a92e-8098d147ed9d",NA,2019-12-19,"32","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"926935ab-014e-43ab-b11e-b92ab5013988",NA,2019-12-19,"32","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"2fdeb926-1dae-487a-96cb-bde065cc6e06",NA,2019-12-20,"33","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.92,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"c7bbdb18-66e3-4a7c-b8b8-d221f6c72bcf",NA,2019-12-20,"33","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"c2eb7d3d-b248-4ed9-b683-1d675c785122",NA,2019-12-20,"33","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"4500c727-9f6a-4828-a4ad-f195a331385e",NA,2019-12-20,"33","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"aa26ecc0-3a32-46ef-af17-5400278b541d",NA,2019-12-20,"33","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"8f770a7f-2244-4e60-bbdf-4e85044ca71f",NA,2019-12-20,"33","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"0c4baf43-43c4-45e4-a778-242afbb19568",NA,2019-12-20,"33","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.92,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"8b44baf4-3c53-4af1-ac3b-3085b28c171c",NA,2019-12-20,"33","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"0de73b02-917b-4a05-bdbd-f1f21e12fd26",NA,2019-12-20,"33","C20:0/C19:0 ratio","MIDI 1208","818211",1.91,1.91,"unitless","C19:0","nanomoles","0",NA,"20201008T131818Z"
"c3929f17-3aa3-4796-bef1-983c1638feba",NA,2019-12-13,"27","C20:0","MIDI 1208","818211",11.67,11.67,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"36edcba6-bb00-4f6a-abd6-83af103b44aa",NA,2019-12-13,"27","C20:0","MIDI 1208","818211",11.67,11.64,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"218b396e-008a-4bb1-81a7-e228ca4ae508",NA,2019-12-13,"27","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"fadfeeaa-0c92-4a1c-892f-2950ee273ebb",NA,2019-12-13,"27","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"5e41fcb1-72ae-4fbd-b220-fb370d55a375",NA,2019-11-04,"26","C20:0","MIDI 1208","818211",11.67,11.65,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"fb53d0d5-e76e-4b67-9d7f-9377d888ad7a",NA,2019-11-04,"26","C20:0","MIDI 1208","818211",11.67,11.65,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"cd9410d0-57a6-4b34-908c-e01fd6ae91c2",NA,2019-11-04,"26","C20:0","MIDI 1208","818211",11.67,11.59,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"d7771d5c-14b5-4857-85c6-3c950de1657e",NA,2019-11-04,"26","C20:0","MIDI 1208","818211",11.67,11.68,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"780af657-f059-4dde-92d3-edfccc5d169e",NA,2019-10-18,"21","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"882e06a7-ba92-42b9-9ec6-d8e06ed6439d",NA,2019-10-18,"21","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"e8c36635-df59-47e0-aac0-54ecf266b9b4",NA,2019-10-18,"21","C20:0","MIDI 1208","818211",11.67,11.64,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"81f04f77-3eb5-4bfa-8db6-029764889500",NA,2019-10-18,"21","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"a9a0bf81-4a11-4b2a-b6bc-ff711362432e",NA,2019-10-18,"21","C20:0","MIDI 1208","818211",11.67,11.62,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"89d95949-8a43-48c5-94f9-52558162fd54",NA,2019-10-18,"21","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"28d487ad-2458-4a75-a938-ed5ea2720612",NA,2019-10-18,"21","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"f8737031-30e9-4d9f-be6b-064e4951db4f",NA,2019-10-18,"21","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"c9f72f2a-51b6-4d9e-b1ae-35c4a6f77f30",NA,2019-10-18,"22","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"e196ed2c-401c-4f19-8d9c-c64c57e09a13",NA,2019-10-18,"22","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"8956265e-eff3-496e-a03b-9753e8e3a559",NA,2019-10-18,"22","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"d0a0c053-50e8-426a-975b-38870719ac7a",NA,2019-10-18,"22","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"aae67776-eaf8-4af2-9ce8-065c7c333028",NA,2019-10-18,"22","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"2b69ed59-1ccf-4c2a-ad0e-33c2f0c221c7",NA,2019-10-18,"22","C20:0","MIDI 1208","818211",11.67,11.62,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"82b42825-e34a-48cc-b21c-c9a235ae9870",NA,2019-10-18,"22","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"2f942371-4a29-4c70-b367-515e528e5198",NA,2019-10-18,"22","C20:0","MIDI 1208","818211",11.67,11.64,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"73fdb071-e01e-4b5b-8e8d-99ecf33d03b9",NA,2019-10-18,"23","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"acf92545-d8b0-4a23-b51a-2ef1de4ae9b4",NA,2019-10-18,"23","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"9b50ca95-2412-43a7-ad83-fe304926be23",NA,2019-10-18,"23","C20:0","MIDI 1208","818211",11.67,11.62,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"c0ad0a4e-e2fb-488f-8d8a-54ee0d7040f7",NA,2019-10-18,"23","C20:0","MIDI 1208","818211",11.67,11.64,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"a61d9984-4c99-4e96-8c01-d83080623110",NA,2019-10-18,"23","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"a8a84a46-2feb-48ad-8165-ff3b39b6041e",NA,2019-10-18,"23","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"3f7ce0ae-f9a2-4f36-926b-76b62401433d",NA,2019-10-18,"23","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"69af0343-3b24-45c5-bb4a-9d46a2ceebc0",NA,2019-10-18,"23","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"4a5d284f-e0ed-4d75-9c60-8b2f6cbf31b8",NA,2019-10-18,"24","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"37d40da5-3b0e-46ed-9ca5-7b5e3a34d8aa",NA,2019-10-18,"24","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"e057a05f-e0fd-4a02-b602-73c48bd20c82",NA,2019-10-18,"24","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"362d3c2b-b66b-4a52-a3ec-f3a38cd458f7",NA,2019-10-18,"24","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"9a0ab973-a694-4ad8-a734-44450543688a",NA,2019-10-18,"24","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"71a458b6-f2ae-4409-995b-f75b0c119778",NA,2019-10-18,"24","C20:0","MIDI 1208","818211",11.67,11.64,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"0f05a035-34bf-47e4-ae31-0861a1ff7798",NA,2019-10-18,"24","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"a76aadaf-a4b9-4e24-9c1d-f30d68c5f1fb",NA,2019-10-18,"24","C20:0","MIDI 1208","818211",11.67,11.62,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"dfab6d1f-20d3-4a96-954a-f899002d47fe",NA,2019-09-18,"20","C20:0","MIDI 1208","818211",11.67,11.65,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"173d7bd8-18d3-46b4-a875-3ffe6e501430",NA,2019-09-18,"20","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"f91893ea-65c3-428b-a67c-3e637a7403d1",NA,2019-09-18,"20","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"bff8028b-454d-4450-8a7c-92862d6103af",NA,2019-09-18,"19","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"8157f243-7c0d-4ce6-88e9-b9a554a6c620",NA,2019-09-18,"19","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"9a615ec8-2be3-4b13-b4fe-9a83eb857697",NA,2019-09-18,"19","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"3ceacd47-2c4e-4735-8fb9-436e1624d28a",NA,2019-09-18,"19","C20:0","MIDI 1208","818211",11.67,11.6,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"1b13ec00-3e93-4bad-9997-0ee4df857980",NA,2019-09-18,"19","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"9206ddd5-050a-46a8-a430-e1e0bd2b8fa2",NA,2019-09-18,"19","C20:0","MIDI 1208","818211",11.67,11.65,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"f0345a51-f7ea-4b58-98a2-ab90837bfcd7",NA,2019-09-12,"18","C20:0","MIDI 1208","818211",11.67,11.6,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"e3ccfff7-5161-4489-b36b-c3a1c7ec8257",NA,2019-09-12,"18","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"72716825-6780-4e7a-bdc0-81936081b316",NA,2019-09-12,"18","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"5628fbb5-a73f-4e2b-9076-a02d53b365df",NA,2019-09-09,"17","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"1c9b4b07-d054-4760-a3b8-0c58203a1692",NA,2019-09-09,"17","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"45000e18-b421-4098-b7b8-551d710a9eeb",NA,2019-09-09,"17","C20:0","MIDI 1208","818211",11.67,11.64,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"15f1e25a-2108-44e2-89ef-5484d9a9a47a",NA,2019-09-09,"17","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"ef994c4e-c76f-41f8-96bb-95b1e7eebaab",NA,2019-09-09,"17","C20:0","MIDI 1208","818211",11.67,11.62,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"fd85ee3c-9c9c-4721-8e1f-30a86d359baa",NA,2019-09-09,"17","C20:0","MIDI 1208","818211",11.67,11.6,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"e68412c9-f8ed-4347-88cc-2d235cb7621d",NA,2019-09-09,"17","C20:0","MIDI 1208","818211",11.67,11.58,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"ac9d8e4a-4566-4b7a-b83b-98b108c153bf",NA,2019-07-30,"14","C20:0","MIDI 1208","818211",11.67,11.64,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"f53789d0-dd9e-4ea7-afb1-54f7a879e6a3",NA,2019-07-30,"14","C20:0","MIDI 1208","818211",11.67,11.67,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"f57c7d60-a46d-4f3a-9921-61a823bc4a0d",NA,2019-08-14,"15","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"c79dfb09-ae5c-4359-aed8-5bf494ae5b0b",NA,2019-08-14,"15","C20:0","MIDI 1208","818211",11.67,11.64,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"24c1b057-63d0-4336-b2c5-c80294005462",NA,2019-08-14,"15","C20:0","MIDI 1208","818211",11.67,11.66,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"3a1106d4-cef9-4e03-b9b7-f8a3b79732a7",NA,2019-08-14,"16","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"495d9f17-e079-45b8-9c6f-0f6d301df226",NA,2019-08-14,"16","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"92820bb0-28d9-44e9-affb-a09492aabccf",NA,2019-08-14,"16","C20:0","MIDI 1208","818211",11.67,11.62,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"4ddb9e67-313d-4e9e-8120-33af68e3a5fe",NA,2019-08-14,"16","C20:0","MIDI 1208","818211",11.67,11.64,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"596f7460-e292-44b0-a79a-6a8dfb5692b2",NA,2019-07-30,"12","C20:0","MIDI 1208","818211",11.67,11.6,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"7c106b7e-5257-4400-95c7-88d85d0543a8",NA,2019-07-30,"12","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"1c2ac255-4368-4ff1-853f-3ced04a5df5b",NA,2019-07-30,"12","C20:0","MIDI 1208","818211",11.67,11.6,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"bcf721dd-400c-451c-a0dd-a88336a07809",NA,2019-07-30,"13","C20:0","MIDI 1208","818211",11.67,11.64,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"c70d41fb-9876-4f41-9131-491957e3b2ba",NA,2019-07-30,"13","C20:0","MIDI 1208","818211",11.67,11.65,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"85a1e347-45cb-467a-b4bd-2431f0ef6ce6",NA,2019-07-30,"13","C20:0","MIDI 1208","818211",11.67,11.6,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"7bef68c5-8090-4566-a39d-6af84bf7631a",NA,2019-07-30,"13","C20:0","MIDI 1208","818211",11.67,11.67,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"ee32847b-6efd-4493-b672-da692c92d89f",NA,2019-07-30,"13","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"dff17bf8-c03d-43e9-a97d-8783064e2197",NA,2019-07-30,"13","C20:0","MIDI 1208","818211",11.67,11.6,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"ca310e50-9ebe-49b9-be4c-6edffe5e7ff1",NA,2019-07-05,"11","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"f15f827d-f36d-496e-bda1-500a66094495",NA,2019-07-05,"11","C20:0","MIDI 1208","818211",11.67,11.57,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"7f48dc0e-590f-4a17-9bbd-c72cdb1e023e",NA,2019-07-05,"11","C20:0","MIDI 1208","818211",11.67,11.59,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"9c84303f-aab8-4880-b1f9-2edcdb9afbd7",NA,2019-07-05,"11","C20:0","MIDI 1208","818211",11.67,11.57,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"843dd4bd-5179-4773-b0a4-1e4c235afbd4",NA,2019-07-05,"10","C20:0","MIDI 1208","818211",11.67,11.59,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"4329280a-b341-4a21-88bf-ffc6496fa3ed",NA,2019-07-05,"10","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"39c87419-522e-4631-8c55-f0cb88557bbf",NA,2019-07-05,"10","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"618281be-aa4e-4ad7-bdc2-239474adde3b",NA,2019-07-05,"10","C20:0","MIDI 1208","818211",11.67,11.57,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"d46a6b80-c3d7-4b79-943a-13d1ec4e760d",NA,2019-07-05,"10","C20:0","MIDI 1208","818211",11.67,11.57,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"c58d6184-73e6-47fd-a84a-ff9ae84471cc",NA,2019-07-05,"10","C20:0","MIDI 1208","818211",11.67,11.62,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"f6b3d5ad-1d41-45d8-993f-b8820eba627c",NA,2019-07-05,"10","C20:0","MIDI 1208","818211",11.67,11.65,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"c72e8998-c50e-4cb8-8a33-98d4c3f41b91",NA,2019-07-05,"10","C20:0","MIDI 1208","818211",11.67,11.61,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
"abd10da4-5b58-4264-b115-53ed74a18c8c",NA,2019-06-10,"8","C20:0","MIDI 1208","818211",11.67,11.63,"nanomoles","C19:0","nanomoles","0",NA,"20201008T131818Z"
